shipment_id,origin,destination,distance_km,cargo_type,vehicle_type,departure_time,hour,cargo_weight,traffic_level,weather,status,delay_hours
SHP19642,Madrid,New York,1673.6,clothing,van,2023-03-18 02:16,2,2467.4,0.83,rain,delayed,12.98
SHP19643,Hyderabad,Toronto,4798.5,clothing,air,2023-11-22 07:31,7,3305.4,0.87,cloudy,delayed,19.23
SHP19644,Sydney,Bangkok,1085.8,food,rail,2023-06-25 10:08,10,3778.0,0.56,storm,delayed,9.54
SHP19645,Toronto,Amsterdam,4065.3,food,rail,2023-03-23 07:07,7,6186.3,0.64,clear,delayed,14.63
SHP19646,Cairo,Shanghai,465.4,medicine,rail,2023-06-02 22:41,22,5786.0,0.58,cloudy,delayed,10.13
SHP19647,Singapore,Dubai,2468.9,medicine,rail,2023-04-13 23:22,23,1504.4,0.91,clear,delayed,6.31
SHP19648,Berlin,Chennai,3898.8,food,truck,2024-06-17 04:28,4,8480.0,0.51,clear,delayed,6.75
SHP19649,Kolkata,Los Angeles,1673.6,general,van,2023-06-29 06:19,6,3552.7,0.71,cloudy,delivered,0.0
SHP19650,Bangalore,Sydney,1873.3,medicine,truck,2024-02-27 13:18,13,6937.6,0.8,clear,delivered,0.0
SHP19651,Tokyo,Singapore,4663.7,electronics,air,2024-07-20 18:56,18,2123.7,0.53,clear,delayed,10.51
SHP19652,Paris,Nairobi,2029.1,electronics,air,2023-09-04 19:01,19,8314.3,0.62,rain,delayed,11.5
SHP19653,Mumbai,Kolkata,3114.9,clothing,truck,2024-03-04 15:35,15,575.2,0.58,storm,delayed,13.6
SHP19654,London,Kolkata,1677.7,food,truck,2024-10-31 17:03,17,2487.9,0.49,storm,delayed,16.49
SHP19655,Madrid,Chennai,3768.1,medicine,truck,2024-11-07 17:46,17,6419.8,0.89,storm,delivered,0.0
SHP19656,Paris,Hyderabad,3741.0,clothing,van,2023-08-12 07:59,7,1348.6,0.69,clear,delayed,14.6
SHP19657,Los Angeles,Sydney,1834.8,general,van,2023-04-08 21:13,21,563.8,0.92,rain,delayed,15.26
SHP19658,Singapore,São Paulo,2744.5,food,rail,2023-10-24 02:50,2,2193.8,0.87,clear,delivered,0.0
SHP19659,Bangkok,Toronto,1497.0,general,van,2023-10-05 10:24,10,2203.1,0.53,clear,in_transit,0.0
SHP19660,Bangalore,Mumbai,3909.0,food,rail,2024-10-29 12:30,12,600.4,0.36,storm,delayed,12.91
SHP19661,Chennai,Delhi,4344.3,food,truck,2024-10-30 21:47,21,6209.6,0.45,fog,in_transit,0.0
SHP19662,Singapore,Tokyo,1904.0,food,van,2023-02-04 02:52,2,8180.6,0.26,rain,in_transit,0.0
SHP19663,Sydney,Tokyo,2874.7,electronics,truck,2024-07-21 20:19,20,9309.2,0.46,rain,delayed,11.4
SHP19664,Bangkok,Sydney,1380.4,medicine,rail,2023-02-22 04:24,4,4885.7,0.97,rain,delivered,0.0
SHP19665,Chennai,Bangkok,3285.1,medicine,rail,2024-05-14 14:40,14,8107.7,0.77,rain,delayed,17.95
SHP19666,Singapore,Nairobi,1545.0,clothing,rail,2023-07-26 06:20,6,816.8,0.29,storm,delivered,0.0
SHP19667,São Paulo,Mumbai,4721.7,electronics,air,2024-11-15 05:00,5,893.5,0.48,fog,in_transit,0.0
SHP19668,Dubai,London,4824.3,food,van,2023-08-14 14:29,14,5273.9,0.3,clear,delayed,11.45
SHP19669,Bangkok,Cairo,3539.8,general,van,2024-04-22 20:17,20,7050.4,0.85,rain,delayed,16.38
SHP19670,Dubai,Singapore,3414.9,general,truck,2023-05-08 10:07,10,6796.8,0.56,rain,delayed,16.01
SHP19671,Toronto,New York,2800.1,medicine,air,2023-08-05 17:11,17,292.3,0.63,storm,delayed,18.41
SHP19672,London,Amsterdam,4352.0,clothing,air,2023-02-16 07:59,7,6611.5,0.26,clear,delayed,12.24
SHP19673,São Paulo,Mumbai,4193.1,medicine,truck,2023-06-20 11:37,11,3760.2,0.27,rain,delivered,0.0
SHP19674,Sydney,Singapore,934.9,general,air,2024-09-23 11:11,11,2021.0,0.35,clear,delayed,3.83
SHP19675,Berlin,Sydney,2066.8,clothing,air,2024-07-26 00:16,0,1125.6,0.57,cloudy,delivered,0.0
SHP19676,Hyderabad,Chicago,4032.8,medicine,van,2024-05-25 06:07,6,2655.1,0.94,storm,delayed,19.88
SHP19677,São Paulo,Bangalore,889.0,medicine,truck,2024-11-15 00:08,0,5651.8,0.69,clear,delivered,0.0
SHP19678,New York,Chicago,3829.1,clothing,air,2023-04-26 01:54,1,9273.6,0.47,rain,delayed,7.48
SHP19679,Hyderabad,Paris,342.2,medicine,air,2024-03-20 16:05,16,1152.7,0.23,clear,in_transit,0.0
SHP19680,Madrid,Shanghai,2256.6,medicine,rail,2024-06-06 17:31,17,9394.6,0.5,rain,in_transit,0.0
SHP19681,Mumbai,Los Angeles,735.5,general,rail,2023-08-03 23:00,23,9432.6,1.0,rain,in_transit,0.0
SHP19682,Amsterdam,Madrid,2443.7,medicine,truck,2024-05-16 12:13,12,9088.7,0.76,rain,in_transit,0.0
SHP19683,São Paulo,Bangkok,3219.5,electronics,truck,2024-12-11 02:36,2,4079.8,0.79,clear,delivered,0.0
SHP19684,Chennai,Tokyo,894.1,food,rail,2023-09-17 23:11,23,756.7,0.87,clear,delivered,0.0
SHP19685,Toronto,Madrid,4995.8,clothing,rail,2024-03-03 03:11,3,2656.0,0.3,fog,delayed,11.37
SHP19686,Nairobi,São Paulo,4274.0,medicine,rail,2023-10-14 23:04,23,9722.2,0.85,rain,delayed,13.54
SHP19687,Los Angeles,New York,2982.2,clothing,van,2023-05-22 05:41,5,7387.7,0.29,storm,delayed,12.37
SHP19688,Bangkok,Chennai,1169.4,general,truck,2024-02-19 22:53,22,5206.2,0.83,cloudy,delayed,5.49
SHP19689,Tokyo,Chicago,4575.7,electronics,truck,2024-04-15 16:36,16,9879.0,0.81,cloudy,in_transit,0.0
SHP19690,Bangalore,Mumbai,1431.8,medicine,rail,2023-08-24 13:38,13,7186.6,0.38,fog,delayed,9.14
SHP19691,Hyderabad,São Paulo,886.7,clothing,truck,2023-04-14 11:33,11,5760.6,0.63,rain,delayed,4.7
SHP19692,São Paulo,Mumbai,4531.0,medicine,van,2023-01-10 08:57,8,4711.2,0.56,clear,delayed,15.17
SHP19693,London,Chennai,3543.5,food,rail,2023-12-30 18:32,18,9057.6,0.73,clear,delayed,12.19
SHP19694,Sydney,São Paulo,3758.4,food,truck,2023-06-28 00:31,0,5751.6,0.8,rain,delivered,0.0
SHP19695,Houston,Amsterdam,4461.5,medicine,rail,2023-04-24 07:43,7,3518.3,0.94,rain,delayed,13.51
SHP19696,Berlin,Bangalore,409.3,electronics,truck,2023-03-31 05:59,5,3410.5,0.55,storm,delayed,9.87
SHP19697,Mumbai,Bangalore,4095.8,food,truck,2024-07-01 16:12,16,2675.5,0.45,storm,delayed,17.08
SHP19698,Dubai,Tokyo,3255.7,medicine,air,2024-05-02 16:45,16,753.8,0.5,fog,delayed,11.88
SHP19699,Singapore,Madrid,4965.6,clothing,rail,2024-03-13 00:59,0,9718.9,0.28,clear,in_transit,0.0
SHP19700,Kolkata,Bangkok,478.4,clothing,rail,2024-12-31 20:16,20,1025.9,1.0,storm,delayed,14.2
SHP19701,Singapore,London,447.8,clothing,truck,2024-07-13 01:24,1,5563.4,0.95,rain,delayed,10.03
SHP19702,São Paulo,Bangkok,2227.5,clothing,truck,2024-03-20 20:30,20,9949.8,0.83,storm,delayed,18.61
SHP19703,Chennai,Nairobi,695.1,medicine,van,2023-03-24 23:37,23,7778.3,0.44,storm,delayed,8.36
SHP19704,Singapore,Mumbai,1146.3,food,van,2023-09-25 12:04,12,8761.8,0.54,cloudy,delayed,8.74
SHP19705,Sydney,Amsterdam,4627.0,general,truck,2024-03-28 13:04,13,5407.9,0.5,rain,delayed,10.95
SHP19706,Delhi,New York,2638.4,clothing,air,2024-08-09 03:46,3,642.9,0.4,cloudy,delayed,7.67
SHP19707,Hyderabad,Paris,4006.9,medicine,rail,2023-06-23 21:55,21,9712.8,0.75,cloudy,delivered,0.0
SHP19708,Los Angeles,Sydney,4663.7,electronics,rail,2023-05-13 11:13,11,3052.5,0.87,fog,delayed,16.39
SHP19709,São Paulo,Cairo,3967.9,electronics,truck,2023-01-30 03:20,3,4251.1,0.34,storm,delayed,14.05
SHP19710,Delhi,Bangalore,1008.5,medicine,rail,2023-01-11 12:12,12,4462.9,0.75,fog,in_transit,0.0
SHP19711,Bangalore,New York,2355.7,food,air,2023-11-20 06:35,6,8981.1,0.29,storm,delayed,10.15
SHP19712,São Paulo,Bangalore,3379.4,electronics,air,2023-05-18 03:18,3,6646.3,0.8,fog,in_transit,0.0
SHP19713,Sydney,Hyderabad,2750.6,medicine,rail,2024-09-05 11:04,11,4334.2,0.78,clear,delivered,0.0
SHP19714,Mumbai,Bangkok,4595.6,clothing,rail,2024-08-17 13:24,13,3598.3,0.66,rain,in_transit,0.0
SHP19715,Miami,Delhi,1087.3,electronics,van,2023-07-23 09:49,9,4233.3,0.79,storm,delayed,15.88
SHP19716,Singapore,São Paulo,1887.2,clothing,air,2024-02-20 03:19,3,4195.9,0.47,clear,in_transit,0.0
SHP19717,Cairo,Houston,4234.4,food,rail,2024-08-22 12:02,12,5361.7,0.54,rain,delivered,0.0
SHP19718,Hyderabad,London,3359.5,general,truck,2024-09-03 23:42,23,9752.9,0.73,fog,delayed,18.65
SHP19719,Delhi,Tokyo,2745.1,medicine,van,2024-09-27 21:08,21,4312.7,0.84,fog,delayed,10.44
SHP19720,Delhi,Mumbai,4357.5,medicine,van,2023-11-30 08:57,8,5600.3,0.77,clear,in_transit,0.0
SHP19721,Toronto,Sydney,3242.9,medicine,air,2024-02-11 21:28,21,5572.6,0.96,cloudy,in_transit,0.0
SHP19722,New York,Toronto,1631.4,food,air,2024-12-22 22:46,22,6753.3,0.73,rain,delayed,16.18
SHP19723,Tokyo,São Paulo,2185.3,medicine,truck,2023-06-14 11:45,11,2913.6,0.97,clear,delayed,9.5
SHP19724,Chicago,Hyderabad,3532.4,general,truck,2023-06-17 13:32,13,2652.8,0.86,storm,delayed,17.23
SHP19725,Hyderabad,Sydney,329.2,clothing,air,2024-08-07 15:13,15,7079.0,0.59,clear,delivered,0.0
SHP19726,Cairo,Delhi,3186.0,general,rail,2024-04-16 16:48,16,7827.8,0.92,rain,in_transit,0.0
SHP19727,Madrid,Dubai,427.6,clothing,van,2023-06-27 17:52,17,6041.4,0.61,cloudy,delivered,0.0
SHP19728,Miami,Tokyo,2479.4,food,rail,2024-10-26 17:52,17,1436.7,0.61,fog,delayed,11.52
SHP19729,Tokyo,Miami,3844.0,electronics,rail,2024-02-10 21:20,21,5432.0,0.98,fog,in_transit,0.0
SHP19730,Cairo,Kolkata,4977.6,clothing,air,2023-12-15 00:28,0,9726.3,0.41,rain,in_transit,0.0
SHP19731,Hyderabad,Houston,556.1,food,truck,2023-10-14 13:45,13,5078.2,0.7,fog,delayed,8.19
SHP19732,Chicago,Amsterdam,3424.2,clothing,air,2024-10-23 18:36,18,5545.5,0.3,fog,delayed,12.44
SHP19733,Toronto,Madrid,2432.1,medicine,air,2024-07-15 00:41,0,7319.1,0.75,cloudy,in_transit,0.0
SHP19734,Amsterdam,New York,1757.2,clothing,air,2023-06-23 12:19,12,4342.1,0.51,clear,in_transit,0.0
SHP19735,Bangalore,Bangkok,4059.6,electronics,rail,2024-11-03 09:24,9,3918.4,0.3,fog,delivered,0.0
SHP19736,Miami,Chennai,602.5,medicine,van,2024-02-25 11:19,11,2423.6,0.88,clear,delayed,4.81
SHP19737,London,Nairobi,3498.3,general,truck,2024-11-08 02:47,2,8370.2,0.88,cloudy,in_transit,0.0
SHP19738,Delhi,Paris,1911.5,electronics,air,2023-09-25 07:00,7,2052.4,0.52,cloudy,in_transit,0.0
SHP19739,Bangalore,Chicago,3437.5,food,truck,2023-04-30 06:40,6,4532.2,0.99,storm,delayed,17.25
SHP19740,Berlin,Hyderabad,4357.8,clothing,air,2023-10-30 09:30,9,9579.1,0.64,storm,delayed,18.0
SHP19741,Mumbai,Paris,1855.2,clothing,air,2023-02-25 11:35,11,6388.3,0.91,cloudy,in_transit,0.0
SHP19742,Mumbai,Kolkata,2069.9,general,rail,2023-02-25 23:31,23,9459.1,0.22,fog,delivered,0.0
SHP19743,Nairobi,Madrid,481.4,food,truck,2024-06-02 09:00,9,9012.5,0.77,clear,in_transit,0.0
SHP19744,Houston,Bangalore,821.1,food,rail,2024-06-29 05:26,5,1927.6,0.35,cloudy,in_transit,0.0
SHP19745,Hyderabad,Sydney,2520.2,general,rail,2024-03-03 13:39,13,5446.3,0.32,cloudy,delivered,0.0
SHP19746,Paris,Houston,4108.3,general,truck,2024-08-29 14:16,14,157.4,0.89,cloudy,in_transit,0.0
SHP19747,Toronto,Chennai,3848.9,food,air,2023-07-29 05:34,5,9631.3,0.36,storm,in_transit,0.0
SHP19748,Singapore,Nairobi,2688.7,general,van,2024-08-28 16:33,16,8565.3,0.77,clear,delayed,14.51
SHP19749,Delhi,Bangkok,4952.9,medicine,truck,2024-12-12 16:54,16,7041.7,0.66,storm,delayed,15.33
SHP19750,Hyderabad,Mumbai,393.6,food,van,2023-09-10 09:11,9,3549.1,0.97,cloudy,in_transit,0.0
SHP19751,Kolkata,London,2831.4,general,rail,2024-03-21 17:40,17,559.8,0.88,cloudy,delayed,13.21
SHP19752,Madrid,Sydney,2612.7,medicine,rail,2023-05-22 04:36,4,7336.3,0.61,rain,delayed,13.17
SHP19753,Miami,Chennai,3403.7,food,air,2023-05-12 18:10,18,952.4,0.47,clear,delivered,0.0
SHP19754,Houston,Kolkata,3941.9,electronics,truck,2023-10-07 07:53,7,2902.7,0.36,clear,delayed,8.17
SHP19755,Tokyo,London,4247.4,clothing,air,2023-09-26 13:49,13,3667.0,0.61,fog,in_transit,0.0
SHP19756,Los Angeles,Hyderabad,4798.2,food,air,2024-04-23 05:03,5,7616.6,0.99,fog,delayed,19.05
SHP19757,Paris,Chennai,3650.1,general,air,2023-11-25 16:33,16,294.9,0.58,cloudy,delivered,0.0
SHP19758,Miami,New York,2717.5,clothing,air,2023-05-28 05:49,5,6870.5,0.3,rain,in_transit,0.0
SHP19759,Bangalore,Nairobi,4974.3,food,van,2023-06-04 01:04,1,2828.4,0.92,storm,delayed,18.19
SHP19760,Dubai,Shanghai,1858.9,clothing,rail,2023-09-24 09:14,9,5661.7,0.37,clear,delivered,0.0
SHP19761,Chennai,Amsterdam,3389.0,clothing,truck,2024-03-04 17:20,17,5473.4,0.35,storm,delayed,9.19
SHP19762,Hyderabad,Madrid,910.8,electronics,air,2024-10-01 21:54,21,4745.1,0.66,cloudy,delayed,9.6
SHP19763,Los Angeles,Bangkok,4604.0,electronics,air,2023-04-28 04:31,4,9565.2,0.58,rain,delayed,10.84
SHP19764,Amsterdam,São Paulo,2998.2,electronics,air,2023-08-27 16:55,16,4473.3,0.43,cloudy,delivered,0.0
SHP19765,Hyderabad,Mumbai,1508.2,clothing,truck,2024-09-18 12:48,12,9095.1,0.93,clear,delivered,0.0
SHP19766,Tokyo,New York,3802.8,clothing,truck,2024-11-05 05:16,5,1543.4,0.38,cloudy,delayed,5.88
SHP19767,Toronto,Hyderabad,124.0,food,van,2023-08-04 15:42,15,4701.3,0.25,rain,delivered,0.0
SHP19768,Bangalore,Delhi,1910.9,electronics,van,2024-08-01 19:22,19,7291.7,0.92,cloudy,delayed,14.53
SHP19769,Berlin,Toronto,4966.9,electronics,van,2024-06-02 13:07,13,502.2,0.62,cloudy,delivered,0.0
SHP19770,Singapore,Houston,269.8,general,rail,2023-11-18 22:26,22,3975.2,0.44,fog,in_transit,0.0
SHP19771,Cairo,Miami,1316.8,clothing,truck,2024-06-28 18:01,18,9809.4,0.67,storm,delayed,14.67
SHP19772,Paris,Singapore,1647.5,medicine,van,2023-09-16 12:14,12,1494.6,0.39,rain,delayed,12.96
SHP19773,Los Angeles,Bangkok,1735.4,medicine,air,2023-02-23 02:10,2,5781.3,0.36,cloudy,delayed,11.28
SHP19774,Singapore,Mumbai,111.5,clothing,van,2024-11-18 19:00,19,1389.2,0.87,storm,delayed,13.3
SHP19775,Shanghai,Dubai,4176.5,general,rail,2023-02-04 12:35,12,2798.4,0.51,fog,delayed,16.08
SHP19776,Los Angeles,Nairobi,267.0,general,truck,2024-06-21 02:07,2,1126.5,0.53,storm,delayed,9.36
SHP19777,Hyderabad,Sydney,3146.2,medicine,van,2024-05-21 12:23,12,663.0,0.39,storm,in_transit,0.0
SHP19778,São Paulo,Sydney,4934.1,electronics,truck,2024-02-05 03:21,3,1440.9,0.59,storm,delayed,24.69
SHP19779,London,Kolkata,4814.7,food,van,2024-08-03 06:45,6,4581.0,0.73,cloudy,delayed,10.32
SHP19780,Paris,Dubai,2751.6,medicine,rail,2024-12-24 03:36,3,7223.7,0.62,storm,in_transit,0.0
SHP19781,São Paulo,Los Angeles,4118.1,food,van,2023-09-06 01:37,1,7808.2,0.57,rain,delayed,16.4
SHP19782,São Paulo,Madrid,4886.8,electronics,air,2023-03-01 05:01,5,6578.1,0.94,fog,in_transit,0.0
SHP19783,Kolkata,Madrid,4596.0,electronics,rail,2023-02-09 14:22,14,6277.5,0.49,rain,in_transit,0.0
SHP19784,Tokyo,Mumbai,2504.5,general,rail,2024-01-03 07:39,7,7052.3,0.82,cloudy,delayed,14.75
SHP19785,Sydney,Singapore,1975.9,food,van,2024-02-23 22:53,22,8297.9,0.23,storm,delayed,13.42
SHP19786,New York,Paris,1728.5,electronics,truck,2023-09-07 03:47,3,378.4,0.93,cloudy,in_transit,0.0
SHP19787,Bangkok,Los Angeles,3435.0,medicine,truck,2024-06-04 15:59,15,8187.5,0.37,fog,delayed,11.09
SHP19788,Delhi,São Paulo,117.5,food,truck,2024-05-09 06:58,6,5220.5,0.65,storm,delayed,11.81
SHP19789,Bangalore,Amsterdam,4797.7,clothing,air,2024-02-26 23:49,23,3393.1,0.36,storm,delivered,0.0
SHP19790,New York,São Paulo,1567.2,food,rail,2023-05-16 04:00,4,4555.9,0.27,cloudy,in_transit,0.0
SHP19791,Madrid,London,1961.7,food,van,2023-03-28 05:22,5,4405.8,0.94,cloudy,delayed,10.66
SHP19792,Bangkok,Chicago,1116.1,food,van,2024-08-11 11:59,11,1080.2,0.87,storm,in_transit,0.0
SHP19793,Paris,Bangkok,1206.8,general,truck,2024-01-01 04:23,4,1539.2,0.25,rain,in_transit,0.0
SHP19794,Tokyo,Sydney,780.8,electronics,van,2023-08-05 00:46,0,9910.5,0.89,storm,delayed,15.5
SHP19795,New York,Dubai,4387.4,electronics,rail,2024-12-21 15:10,15,5174.8,0.47,fog,delayed,14.64
SHP19796,Kolkata,Houston,516.4,general,truck,2024-11-24 21:53,21,7914.4,0.56,fog,delayed,0.63
SHP19797,São Paulo,Hyderabad,1288.0,general,air,2023-11-14 11:19,11,2551.2,0.77,clear,delivered,0.0
SHP19798,Hyderabad,Mumbai,2191.4,electronics,air,2023-10-30 23:44,23,1180.7,0.53,fog,delivered,0.0
SHP19799,Los Angeles,Toronto,506.2,general,van,2024-12-22 21:49,21,7346.4,0.52,cloudy,delivered,0.0
SHP19800,New York,Tokyo,3995.2,food,rail,2023-07-23 10:54,10,8378.3,0.71,clear,delayed,9.09
SHP19801,Miami,Chicago,3995.0,clothing,van,2023-09-01 08:08,8,2031.4,0.77,storm,delayed,17.17
SHP19802,London,Bangkok,1681.1,clothing,air,2024-05-02 09:53,9,7220.4,0.79,fog,delivered,0.0
SHP19803,Shanghai,Berlin,2414.1,medicine,truck,2023-07-11 07:09,7,4902.4,0.91,storm,delayed,20.26
SHP19804,Hyderabad,Nairobi,3411.3,medicine,truck,2024-09-30 20:13,20,6731.1,0.63,fog,delivered,0.0
SHP19805,Amsterdam,Chicago,4137.5,food,rail,2023-10-06 08:32,8,5742.4,0.78,storm,delayed,20.98
SHP19806,Paris,Nairobi,3385.2,electronics,rail,2024-08-31 16:10,16,1721.2,0.66,rain,delayed,12.6
SHP19807,Amsterdam,Berlin,197.3,electronics,van,2023-04-16 18:43,18,7118.9,0.89,cloudy,delivered,0.0
SHP19808,Mumbai,Sydney,4108.7,general,van,2024-05-14 01:29,1,3007.4,0.41,rain,in_transit,0.0
SHP19809,Houston,Kolkata,1857.8,electronics,rail,2023-03-31 23:40,23,8925.1,0.41,storm,delayed,15.34
SHP19810,Hyderabad,Tokyo,4078.6,general,van,2024-01-18 17:29,17,8018.6,0.84,storm,delayed,17.01
SHP19811,Chicago,Dubai,2717.5,clothing,rail,2024-12-06 00:02,0,2410.6,0.2,rain,delayed,11.21
SHP19812,Mumbai,London,501.9,medicine,van,2023-08-26 14:32,14,3075.3,0.5,storm,delayed,14.15
SHP19813,Amsterdam,London,4353.5,general,rail,2024-01-20 18:37,18,3433.8,0.82,rain,delayed,18.09
SHP19814,New York,Bangalore,2587.5,food,air,2024-03-21 14:44,14,9147.3,0.49,fog,in_transit,0.0
SHP19815,Dubai,Singapore,1777.5,electronics,air,2023-01-07 08:24,8,9128.0,0.37,cloudy,delayed,9.12
SHP19816,Amsterdam,Delhi,203.2,general,truck,2023-05-14 15:55,15,5083.8,0.25,storm,delayed,15.7
SHP19817,Madrid,Paris,4000.9,clothing,rail,2023-12-17 05:50,5,3048.9,0.61,clear,delayed,11.01
SHP19818,São Paulo,Tokyo,1967.3,clothing,truck,2023-11-10 16:36,16,491.1,0.26,fog,delayed,6.7
SHP19819,Los Angeles,Dubai,4685.0,electronics,van,2024-08-25 23:10,23,1054.1,0.33,storm,delayed,17.19
SHP19820,Madrid,New York,2376.4,clothing,van,2024-10-13 14:58,14,2755.6,0.35,clear,delivered,0.0
SHP19821,Houston,Delhi,3232.5,general,air,2023-01-20 23:24,23,2066.0,0.94,storm,delayed,19.41
SHP19822,Sydney,Dubai,1169.4,electronics,truck,2024-10-11 03:54,3,4037.8,0.87,fog,in_transit,0.0
SHP19823,Amsterdam,Mumbai,2266.0,medicine,van,2023-06-10 07:03,7,8816.0,0.28,cloudy,delivered,0.0
SHP19824,São Paulo,Delhi,961.0,clothing,truck,2023-10-05 20:53,20,7973.0,0.35,cloudy,delayed,6.11
SHP19825,New York,Berlin,2467.9,general,van,2024-04-22 09:31,9,1104.0,0.6,fog,delivered,0.0
SHP19826,Berlin,Kolkata,3892.2,electronics,rail,2023-04-11 10:49,10,2779.7,0.22,cloudy,delivered,0.0
SHP19827,Chicago,Cairo,4056.0,medicine,truck,2023-07-19 15:02,15,225.7,0.64,rain,delivered,0.0
SHP19828,Bangalore,Chicago,4869.0,clothing,air,2023-08-23 19:20,19,1518.5,0.61,rain,delayed,19.6
SHP19829,Nairobi,Singapore,1719.6,clothing,rail,2023-02-02 19:22,19,4151.5,0.37,fog,delivered,0.0
SHP19830,Kolkata,Sydney,1952.7,electronics,rail,2024-09-05 14:58,14,3138.7,0.29,cloudy,in_transit,0.0
SHP19831,Shanghai,Hyderabad,3933.4,clothing,van,2024-01-27 07:38,7,9634.2,0.36,clear,delivered,0.0
SHP19832,Singapore,Shanghai,2206.5,food,van,2023-08-08 23:36,23,8818.5,0.57,clear,delivered,0.0
SHP19833,Mumbai,New York,2109.1,medicine,truck,2023-02-26 14:27,14,4403.2,0.71,storm,delayed,16.81
SHP19834,Bangkok,Amsterdam,2730.1,clothing,air,2024-07-14 17:22,17,3624.9,0.9,storm,delayed,11.49
SHP19835,Singapore,Delhi,1852.9,electronics,van,2023-01-09 10:47,10,8344.2,0.83,cloudy,in_transit,0.0
SHP19836,Chennai,Bangkok,3823.0,clothing,truck,2024-11-09 19:14,19,6114.1,0.32,fog,in_transit,0.0
SHP19837,London,Nairobi,2459.5,electronics,rail,2024-06-12 14:39,14,1431.7,0.43,cloudy,delivered,0.0
SHP19838,Amsterdam,São Paulo,4225.6,food,air,2024-04-16 19:37,19,7081.8,0.52,fog,delayed,17.35
SHP19839,Cairo,Amsterdam,1148.2,clothing,rail,2024-11-03 01:55,1,4674.8,0.33,cloudy,delayed,4.38
SHP19840,Miami,Berlin,2508.3,clothing,air,2023-01-13 02:53,2,2378.8,0.49,storm,delayed,15.49
SHP19841,New York,Chennai,4140.6,medicine,air,2023-04-15 02:57,2,9272.3,0.41,fog,delivered,0.0
SHP19842,London,Delhi,2611.4,electronics,truck,2023-09-15 12:04,12,6622.7,0.38,cloudy,delivered,0.0
SHP19843,Nairobi,Bangkok,1939.6,medicine,van,2024-03-05 18:02,18,4426.0,0.83,storm,delayed,21.26
SHP19844,London,Mumbai,1427.7,electronics,truck,2024-04-20 07:51,7,1173.7,0.86,cloudy,in_transit,0.0
SHP19845,São Paulo,Madrid,1419.8,electronics,rail,2023-08-22 23:44,23,529.6,0.7,rain,in_transit,0.0
SHP19846,Madrid,Los Angeles,3801.3,general,truck,2023-09-30 10:13,10,2217.6,0.43,storm,delayed,18.37
SHP19847,Bangkok,London,2548.1,food,truck,2024-07-18 17:28,17,3520.5,0.89,rain,delayed,20.37
SHP19848,London,Sydney,3930.2,clothing,rail,2024-03-10 19:02,19,8391.0,0.72,clear,delivered,0.0
SHP19849,Nairobi,Dubai,3201.1,clothing,rail,2023-11-16 07:17,7,9308.1,0.4,clear,delivered,0.0
SHP19850,Kolkata,Los Angeles,3286.8,general,truck,2023-10-01 21:34,21,4247.9,0.76,fog,delayed,13.3
SHP19851,Tokyo,Los Angeles,1526.3,food,air,2024-03-22 19:29,19,9795.2,0.48,rain,in_transit,0.0
SHP19852,Singapore,Bangalore,2381.0,electronics,air,2024-09-21 10:41,10,2810.8,0.89,fog,delayed,18.12
SHP19853,Singapore,Miami,1276.5,electronics,rail,2023-06-03 10:53,10,2705.2,0.66,clear,in_transit,0.0
SHP19854,Shanghai,Houston,566.5,general,air,2024-07-10 23:30,23,8414.4,0.41,storm,delayed,13.82
SHP19855,Bangalore,Amsterdam,4907.8,medicine,air,2023-10-29 04:00,4,5124.7,0.41,clear,in_transit,0.0
SHP19856,Cairo,Chennai,1311.8,clothing,van,2024-10-13 12:55,12,7442.5,0.91,clear,delayed,7.45
SHP19857,Sydney,Bangalore,3021.9,electronics,truck,2024-08-02 19:02,19,5052.8,0.4,rain,delayed,16.16
SHP19858,New York,Chennai,4180.6,clothing,van,2024-07-27 01:11,1,7032.2,0.66,storm,delayed,14.92
SHP19859,Dubai,New York,4553.1,food,air,2024-02-15 18:24,18,6284.7,0.68,clear,in_transit,0.0
SHP19860,Berlin,Delhi,4588.1,electronics,van,2024-05-10 11:49,11,8511.2,0.22,fog,delayed,12.01
SHP19861,Madrid,Chicago,4135.8,clothing,air,2023-07-14 06:50,6,5751.0,0.75,clear,in_transit,0.0
SHP19862,London,Shanghai,3742.1,electronics,van,2023-11-20 04:54,4,6493.0,0.94,fog,delayed,11.79
SHP19863,São Paulo,Madrid,3745.8,food,rail,2024-02-09 09:10,9,6640.5,0.66,rain,delayed,16.43
SHP19864,Houston,Sydney,2462.3,medicine,van,2023-11-20 19:12,19,7949.5,0.59,fog,delayed,16.36
SHP19865,Sydney,Los Angeles,3839.0,clothing,rail,2024-10-01 18:58,18,7148.7,0.72,storm,delivered,0.0
SHP19866,Shanghai,Bangalore,2901.6,general,truck,2023-01-16 02:54,2,3086.5,0.26,storm,delayed,17.03
SHP19867,Houston,New York,4705.2,food,air,2023-03-05 06:06,6,6299.6,0.35,clear,delayed,11.98
SHP19868,Kolkata,Bangalore,2389.1,medicine,truck,2024-07-24 05:39,5,534.6,0.59,rain,in_transit,0.0
SHP19869,Bangkok,Miami,1686.6,electronics,van,2024-02-26 14:29,14,9904.0,0.67,storm,delivered,0.0
SHP19870,Delhi,Paris,1370.5,clothing,air,2023-11-15 20:49,20,1763.2,0.4,rain,delayed,10.27
